listing name,room,confirmation,status,check in,check out,total payout
OceanView*BeachFront*Sleep4*Full Kitchen*Room-110,Room-110,HMEXW9BDDT,Currently hosting,"Mar 29, 2023","Apr 5, 2023",481.12
Sleep 6*Pet*WIFI Backyard Grill*Sunroom*Baby*Unit3,Unit3,HMDJWJE8ZC,Review guest,"Mar 30, 2023","Apr 3, 2023",0.00
Sleep 10 Pool Table Spacious 5BR Truist Park bke,Sleep 10 Pool Table Spacious 5BR Truist Park bke,HMYXN3Y9S4,Review guest,"Mar 30, 2023","Apr 3, 2023","1,052.45"
Luxury* Balcony w/CityView* NewlyRenovated* 15K, 15K,HMXMCADDCR,Review guest,"Mar 30, 2023","Apr 3, 2023",573.54
Scooter*Sleep4*BeachAccess*2KingBeds*Grill*Room117,Room117,HMKYDDC2J3,Trip change sent,"Mar 30, 2023","Apr 3, 2023",423.89
Beach Front*Sleep4*WIFI*Security*Laundry*Room-122,Room-122,HMPYTFSZB8,Review guest,"Mar 30, 2023","Apr 3, 2023",339.15
Beach Front*Sleep4*WIFI*Security*Laundry*Room-116,Room-116,HM8SHDFEN4,Currently hosting,"Mar 30, 2023","Apr 4, 2023",354.92
Beach Front*Sleep4*WIFI*Security*Laundry*Room-224,Room-224,HMQQATHSKS,Currently hosting,"Mar 30, 2023","Apr 4, 2023",347.01
Sleep5*Walk to Butler University* Renovated btf, Renovated btf,HMQBRX9TXW,Currently hosting,"Mar 30, 2023","Apr 14, 2023","1,364.98"
Jacuzzi in-bedroom* Fireplace *King *WIFI* Anna, Anna,HMRYE5ZENY,Review guest,"Mar 31, 2023","Apr 3, 2023",432.44
Sleep5* Walk to Butler University* Renovated btf, Renovated btf,HMJP9AMXFM,Review guest,"Mar 31, 2023","Apr 3, 2023",408.22
Fireplace*Sleep4* WIFI* MountainView* Grill*Gretel,Gretel,HMJBD9ZE8C,Review guest,"Mar 31, 2023","Apr 3, 2023",431.77
Beach Front*Sleep4*WIFI*Security*Laundry*Room-109,Room-109,HMRB9BHHCF,Review guest,"Mar 31, 2023","Apr 3, 2023",252.37
Beach Front*Sleep4*Full Kitchen*Laundry*Room-120,Room-120,HMK4P83RQD,Review guest,"Mar 31, 2023","Apr 3, 2023",252.37
Beach Front*Sleep4*WIFI*Security*Laundry*Room-221,Room-221,HMJZ3B5CTT,Review guest,"Mar 31, 2023","Apr 3, 2023",252.37
*Luxury *Balconyw/CityView* Renovated* Downtown 8H, Downtown 8H,HM8TT5DR9C,Currently hosting,"Mar 31, 2023","Apr 4, 2023",461.26
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HM4QJKQJHF,Currently hosting,"Mar 31, 2023","Apr 4, 2023",381.85
Beach Front*Sleep4*WIFI*Security*Laundry*Room-227,Room-227,HMXSTDWRE3,Currently hosting,"Mar 31, 2023","Apr 4, 2023",273.25
Fireplace* King* Laundry* WIFI* Hansel, Hansel,HMPQSTCZJN,Currently hosting,"Mar 31, 2023","Apr 5, 2023",762.81
Beach Front*Sleep4*Full Kitchen*Laundry*Room-106,Room-106,HMYXFPNYHP,Currently hosting,"Mar 31, 2023","Apr 5, 2023",342.43
Beach Front*Sleep4*WIFI*Security*Laundry*Room-123,Room-123,HM8MAHEWFX,Currently hosting,"Mar 31, 2023","Apr 5, 2023",348.11
Sleep 8| King Bed| Baby |Fireplace| Laundry s23,Sleep 8| King Bed| Baby |Fireplace| Laundry s23,HMZEWDTDTB,Currently hosting,"Mar 31, 2023","Apr 5, 2023",686.08
Beach Front*Sleep4*WIFI*Security*Laundry*Room-219,Room-219,HMPTJDPQP5,Trip change sent,"Mar 31, 2023","Apr 7, 2023",547.68
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HMZYHXNFS2,Review guest,"Apr 1, 2023","Apr 3, 2023",248.54
Jacuzzi in bedroom* King* Fireplace* WIFI* Heidi, Heidi,HMESP8TNWJ,Review guest,"Apr 1, 2023","Apr 3, 2023",290.52
Sleep9* Hot tub* Pool* Foosball * PS4* Grill* Casp, Casp,HMBEAERKA3,Review guest,"Apr 1, 2023","Apr 3, 2023",414.40
Ocean View*Scooter*Beachfront*Room101,Room101,HMRMSQ3TBT,Review guest,"Apr 1, 2023","Apr 3, 2023",173.03
Ocean View*Beach Front*Sleep4*Laundry*Room-212,Room-212,HMFQNMA8EK,Review guest,"Apr 1, 2023","Apr 3, 2023",143.64
Ocean View*Beach Front*Sleep4*Laundry*Room-214,Room-214,HM5PJ3CSSC,Trip change sent,"Apr 1, 2023","Apr 3, 2023",112.91
Sleeps 5|Pet&amp;Baby|Laundry In-Unit| cta,Sleeps 5|Pet&amp;Baby|Laundry In-Unit| cta,HMT58N8AT5,Review guest,"Apr 1, 2023","Apr 3, 2023",326.90
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room-130,Room-130,HMZEEH8K8A,Review guest,"Apr 1, 2023","Apr 3, 2023",170.53
Jacuzzi*KingBed*BalconyCityView*NewlyRenovated 18C,NewlyRenovated 18C,HMDY5W4XZE,Currently hosting,"Apr 1, 2023","Apr 4, 2023",394.69
110 Acres! PrivateLake* Scenic* Fireplace*Grill ky,Grill ky,HMXYXAECK2,Currently hosting,"Apr 1, 2023","Apr 4, 2023",579.86
Sleeps8*Luxuryw/CityView*NewlyRenovated*Laundry3E,Laundry3E,HMYSQ9TWQK,Currently hosting,"Apr 1, 2023","Apr 4, 2023",0.00
Lit Deck 3BR2BA Artistic Hideaway Marietta Sq bll,Lit Deck 3BR2BA Artistic Hideaway Marietta Sq bll,HMDW3QQE42,Currently hosting,"Apr 1, 2023","Apr 4, 2023",566.65
Beach Front*Sleep4*Full Kitchen*Laundry*Room-206,Room-206,HM24KDE9J2,Currently hosting,"Apr 1, 2023","Apr 5, 2023",383.15
Beach Front* Scooter* WIFI* Laundry* Room-203, Room-203,HM2PQD4B3Z,Currently hosting,"Apr 1, 2023","Apr 5, 2023",293.41
Discard: 300PT 16I,Discard: 300PT 16I,HM2Q45WATJ,Currently hosting,"Apr 1, 2023","Apr 6, 2023",707.81
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HM9ASYSXBD,Currently hosting,"Apr 1, 2023","Apr 8, 2023","1,416.20"
Beach Front*Sleep4*Full Kitchen*Laundry*Room-208,Room-208,HMJQAPJKS4,Currently hosting,"Apr 2, 2023","Apr 4, 2023",186.24
BeachFront* Scooter* WIFI* Laundry* Room-119, Room-119,HMD2ZDCXQ2,Currently hosting,"Apr 2, 2023","Apr 4, 2023",140.65
OceanView* BeachFront* scooter* Kitchen*Room-111,Room-111,HMR4DWWSKY,Currently hosting,"Apr 2, 2023","Apr 4, 2023",108.25
OceanView* BeachFront* Scooter* Kitchen* Room-217, Room-217,HMX53XJNN5,Currently hosting,"Apr 2, 2023","Apr 4, 2023",150.00
Ocean View*Beach Front*Sleep4*Laundry*Room-213,Room-213,HMKE5BZMW8,Currently hosting,"Apr 2, 2023","Apr 5, 2023",218.01
Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,HMXMCPZAX5,Currently hosting,"Apr 2, 2023","Apr 6, 2023",628.56
Scooter*Beachfront*KingBed*Renovated*Grill*Room104,Room104,HM9SCHQ234,Currently hosting,"Apr 2, 2023","Apr 6, 2023",0.00
Sleeps 5*Luxury*Balcony w/CityView* Renovated 10I, Renovated 10I,HMC5AWFQYR,Currently hosting,"Apr 2, 2023","Apr 6, 2023",354.63
Beach Front*Sleep4*WIFI*Security*Laundry*Room-223,Room-223,HMC2WSDCMT,Currently hosting,"Apr 2, 2023","Apr 7, 2023",390.10
King Bed* SoakTub* Pets&amp;Baby Luxury Backyard spu, Pets&amp;Baby Luxury Backyard spu,HMCEZNXPAA,Currently hosting,"Apr 2, 2023","Apr 7, 2023",612.51
Luxury* Balcony w/CityView* NewlyRenovated* 6N, 6N,HMBBWJRRNC,Currently hosting,"Apr 2, 2023","Apr 8, 2023",632.15
BeachFront*2 full*WIFI*Security*Laundry*Room-125,Room-125,HMRDNJCM4Y,Currently hosting,"Apr 2, 2023","Apr 8, 2023",537.38
Beach Front*Sleep4*WIFI*Security*Laundry*Room-105,Room-105,HM499C4S2K,Currently hosting,"Apr 2, 2023","Apr 9, 2023",567.49
Ocean View*Beach Front*Sleep4*Laundry*Room-212,Room-212,HMZRMA4YRY,Currently hosting,"Apr 3, 2023","Apr 5, 2023",203.70
Sleep9* Hot tub* Pool* Foosball * PS4* Grill* Casp, Casp,HMXH5S3X8K,Currently hosting,"Apr 3, 2023","Apr 5, 2023",378.30
KingBed* Sleep 8* 2 Min Walk Emory Shuttle* bvu, bvu,HM4JP5HR3F,Currently hosting,"Apr 3, 2023","Apr 6, 2023",541.75
Jacuzzi in bedroom* King* Fireplace* WIFI* Heidi, Heidi,HMB9QRAPDY,Currently hosting,"Apr 3, 2023","Apr 6, 2023",332.90
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HM8C43DR9A,Currently hosting,"Apr 3, 2023","Apr 7, 2023",540.48
Ocean View*Beach Front*Sleep4*Laundry*Room-216,Room-216,HMB5XP5QSY,Currently hosting,"Apr 3, 2023","Apr 7, 2023",460.79
Beach Front*Sleep4*WIFI*Security*Laundry*Room-226,Room-226,HMAZQJT9FX,Currently hosting,"Apr 3, 2023","Apr 7, 2023",360.84
Beach Front*Sleep4*WIFI*Security*Laundry*Room-122,Room-122,HM4H9YDK4Q,Currently hosting,"Apr 3, 2023","Apr 7, 2023",303.80
*King Bed*Pets* 1-Story Home Covered Patio wst, 1-Story Home Covered Patio wst,HMMZWQXMJY,Currently hosting,"Apr 3, 2023","Apr 7, 2023",645.15
Scooter*Beachfront*FullBed*Grill*Room107,Room107,HMCPHRF2FZ,Currently hosting,"Apr 3, 2023","Apr 7, 2023",360.53
Ocean View*Scooter*Beachfront*Room103,Room103,HM24CEEQQN,Currently hosting,"Apr 3, 2023","Apr 8, 2023",464.77
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HMJQRNB9N4,Arriving tomorrow,"Apr 4, 2023","Apr 7, 2023",353.64
110 Acres! PrivateLake* Scenic* Fireplace*Grill ky,Grill ky,HMS2YWZNNQ,Arriving tomorrow,"Apr 4, 2023","Apr 8, 2023",779.61
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room 108,Room 108,HMZS3AWPAT,Arriving tomorrow,"Apr 4, 2023","Apr 8, 2023",537.88
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HMPFY8NFDM,Arriving tomorrow,"Apr 4, 2023","Apr 8, 2023",499.71
Beach Front*Sleep4*WIFI*Security*Laundry*Room-224,Room-224,HMFBSMNEBT,Arriving tomorrow,"Apr 4, 2023","Apr 9, 2023",488.97
OceanView* BeachFront* Scooter* Kitchen* Room-217, Room-217,HMRQAZYKBS,Arriving tomorrow,"Apr 4, 2023","Apr 9, 2023",561.16
Beach Front*Sleep4*Full Kitchen*Laundry*Room-120,Room-120,HM8AYT5EHX,Arriving tomorrow,"Apr 4, 2023","Apr 9, 2023",428.29
Beach Front*Sleep4*WIFI*Security*Laundry*Room-109,Room-109,HM4C9JFSZP,Arriving tomorrow,"Apr 4, 2023","Apr 10, 2023",0.00
Scooter*Sleep4*BeachAccess*2KingBeds*Grill*Room117,Room117,HM5QHFPHY4,Arriving in 2 days,"Apr 5, 2023","Apr 7, 2023",291.97
Beach Front*Sleep4*WIFI*Security*Laundry*Room-116,Room-116,HMTZ9JRRCC,Arriving in 2 days,"Apr 5, 2023","Apr 7, 2023",173.47
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HMEXMAMXAP,Arriving in 2 days,"Apr 5, 2023","Apr 8, 2023",604.43
Beach Front*Sleep4*Full Kitchen*Laundry*Room-206,Room-206,HMEEK9YMEQ,Arriving in 2 days,"Apr 5, 2023","Apr 8, 2023",544.65
BeachFront*2 Full*WIFI*Security*Laundry*Room-126,Room-126,HMBZSXCNXD,Arriving in 2 days,"Apr 5, 2023","Apr 8, 2023",394.00
Scooter*BeachAccess*Sleep5*KingBed*Grill*Room-119,Room-119,HMX92XFEFY,Arriving in 2 days,"Apr 5, 2023","Apr 8, 2023",639.15
Scooter*Beachfront*KingBed*Renovated*Grill*Room106,Room106,HMMR2RBPY8,Arriving in 2 days,"Apr 5, 2023","Apr 8, 2023",395.14
Ocean View*BeachFront*1 King*WIFI*Laundry*Room 107,Room 107,HMM8KY5MWH,Arriving in 2 days,"Apr 5, 2023","Apr 8, 2023",414.39
Beach Front* Scooter* WIFI* Laundry* Room-203, Room-203,HMH3M9DAJT,Arriving in 2 days,"Apr 5, 2023","Apr 8, 2023",303.79
BeachFront*2 Full*WIFI*Security*Laundry*LBO-124,LBO-124,HMQPQFHFYT,Arriving in 2 days,"Apr 5, 2023","Apr 8, 2023",311.91
OceanView*BeachFront*Sleep4*Full Kitchen*Room-110,Room-110,HMN43TSXYM,Arriving in 2 days,"Apr 5, 2023","Apr 8, 2023",353.78
Beach Front*Sleep4*WIFI*Security*Laundry*Room-123,Room-123,HMEAMWMCM3,Arriving in 2 days,"Apr 5, 2023","Apr 8, 2023",302.89
BeachFront* Scooter* WIFI* Laundry* Room-119, Room-119,HMC48KKFFW,Arriving in 2 days,"Apr 5, 2023","Apr 8, 2023",302.89
Beach Front*Sleep4*Full Kitchen*Laundry*Room-106,Room-106,HMHQD9WBQR,Arriving in 2 days,"Apr 5, 2023","Apr 9, 2023",604.47
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HMNZFWANSH,Arriving in 2 days,"Apr 5, 2023","Apr 9, 2023",679.97
Beach Front*Sleep4*WiFi*Security*Laundry*Room-115,Room-115,HMKJPBSNTA,Arriving in 2 days,"Apr 5, 2023","Apr 9, 2023",479.53
Beach Front*Sleep4*WIFI*Security*Laundry*Room-218,Room-218,HMRNCJJR54,Arriving in 2 days,"Apr 5, 2023","Apr 9, 2023",0.00
Beach Front*Sleep4*WIFI*Security*Laundry*Room-227,Room-227,HMFK5DKDP4,Arriving in 2 days,"Apr 5, 2023","Apr 9, 2023",0.00
Ocean View*Beach Front*Sleep4*Laundry*Room-213,Room-213,HM9KEMKMD4,Arriving in 2 days,"Apr 5, 2023","Apr 9, 2023",543.25
Beach Front*Sleep4*Full Kitchen*Laundry*Room-208,Room-208,HMS2CSAY42,Arriving in 2 days,"Apr 5, 2023","Apr 9, 2023",507.19
BeachFront* scooter* Kitchen* Laundry Room-108, Laundry Room-108,HMMXRTYM9X,Arriving in 2 days,"Apr 5, 2023","Apr 9, 2023",461.68
Beach Front*Sleep4*WIFI*Security*Laundry*Room-205,Room-205,HMMFB3QPJT,Arriving in 2 days,"Apr 5, 2023","Apr 9, 2023",401.00
BeachFront*2 Full*WIFI*Security*Laundry*Room-117,Room-117,HMWHQ54BJM,Arriving in 2 days,"Apr 5, 2023","Apr 9, 2023",413.49
Ocean View*Beach Front*Sleep4*Laundry*Room-214,Room-214,HM2N989TSP,Arriving in 2 days,"Apr 5, 2023","Apr 9, 2023",451.16
OceanView*BeachFront*Sleep4*Full Kitchen*Room-211,Room-211,HMNQRXCQ8B,Arriving in 2 days,"Apr 5, 2023","Apr 10, 2023",548.46
Beach Front* Scooter* Laundry* WIFI Room-225, WIFI Room-225,HMBW2MBTYJ,Arriving in 3 days,"Apr 6, 2023","Apr 7, 2023",144.53
Ocean View*Scooter*Beachfront*Room101,Room101,HMBEP8JPJ9,Arriving in 3 days,"Apr 6, 2023","Apr 8, 2023",239.78
Beach Front*Sleep4*WIFI*Security*Laundry*Room-207,Room-207,HMTAEW4S8H,Arriving in 3 days,"Apr 6, 2023","Apr 8, 2023",236.68
*BeachAccess*Scooter*Sleep5*KingBed*Grill*Room-118,Room-118,HMBEDAKNRD,Arriving in 3 days,"Apr 6, 2023","Apr 8, 2023",324.91
Beach Front*Sleep4*Full Kitchen*Laundry*Room-204,Room-204,HMDXYSDBH5,Arriving in 3 days,"Apr 6, 2023","Apr 8, 2023",201.75
OceanView*Beach Front*Sleep2*Laundry*Room-215,Room-215,HMWCXHPKFN,Arriving in 3 days,"Apr 6, 2023","Apr 8, 2023",263.06
Sleep 8| King Bed| Baby |Fireplace| Laundry s23,Sleep 8| King Bed| Baby |Fireplace| Laundry s23,HMHQ5RAKQ8,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",532.95
Sleep 5*Balcony w/CityView*Newly Renovated* 16I, 16I,HMHCF4C9FQ,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",397.60
Beach Front*Sleep4*WIFI*Security*Laundry*Room-107,Room-107,HMWTCMSKWM,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",625.84
Beach Front*Sleep4*WiFi*Security*Laundry*Room-202,Room-202,HMXSM9PFE4,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",338.98
Scooter*Beachfront*KingBed*Grill*Room110,Room110,HMJ9B923MS,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",361.32
Beach Front*Sleep4*Full Kitchen*Laundry*Room-126,Room-126,HMM4JAD4KX,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",338.98
Sleeps 5*Luxury*Balcony w/CityView* Renovated 10I, Renovated 10I,HM9XKPSWMK,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",425.59
Beach Front*Sleep4*WIFI*Security*Laundry*Room-121,Room-121,HMQEW8HYKY,Trip change sent,"Apr 6, 2023","Apr 9, 2023",337.17
Luxury* Balcony w/CityView* NewlyRenovated* 15K, 15K,HMS8WZRNZ4,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",387.48
BeachFront*2 Full*WIFI*Security*Laundry*Room-132,Room-132,HMZ94YYY8M,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",358.82
Sleep7*Contemporary*Fireplace*65TV*WIFI*Deck*Franz,Franz,HMQ2ZJJX84,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",0.00
Beach Front*Sleep4*WIFI*Security*Laundry*Room-125,Room-125,HM84333JYT,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",0.00
BeachFront*2 Full*WIFI*Security*Laundry*Room-106,Room-106,HMF2K3JEND,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",321.84
Scooter*Beachfront*KingBed*Renovated*Grill*Room104,Room104,HMDXWDTT2K,Arriving in 3 days,"Apr 6, 2023","Apr 9, 2023",385.22
*Luxury *Balconyw/CityView* Renovated* Downtown 8H, Downtown 8H,HMTQ8KFXPE,Arriving in 3 days,"Apr 6, 2023","Apr 10, 2023",497.69
Ocean View*Beach Front*Sleep2*Laundry*Room-112,Room-112,HMTBQNT2T3,Arriving in 3 days,"Apr 6, 2023","Apr 10, 2023",479.00
Beach Front*Sleep4*WIFI*Security*Laundry*Room-222,Room-222,HMRQFTFPWQ,Arriving in 3 days,"Apr 6, 2023","Apr 10, 2023",404.57
Ocean View*Beach Front*Sleep4*Laundry*Room-212,Room-212,HMCD4JQWHX,Arriving in 3 days,"Apr 6, 2023","Apr 10, 2023",448.14
Sleep9* Hot tub* Pool* Foosball * PS4* Grill* Casp, Casp,HMZCMXNHXC,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",533.50
Sleep 10 Pool Table Spacious 5BR Truist Park bke,Sleep 10 Pool Table Spacious 5BR Truist Park bke,HMABD8FENY,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",742.05
Sleep 7| King Bed| Fireplace| TruistPark| lfu,Sleep 7| King Bed| Fireplace| TruistPark| lfu,HMRBCWXRK3,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",300.70
KingBed* Sleep 8* 2 Min Walk Emory Shuttle* bvu, bvu,HM9NHJPE3P,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",523.80
Beach Front*Sleep4*WIFI*Security*Laundry*Room-122,Room-122,HMHR53KSDQ,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",0.00
Beach Front*Sleep4*WIFI*Security*Laundry*Room-226,Room-226,HMZW8SS99F,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",240.56
Scooter*Sleep4*BeachAccess*2KingBeds*Grill*Room117,Room117,HM9KCNDT4C,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",0.00
Scooter*Beachfront*FullBed*Grill*Room107,Room107,HM3WAW2AJY,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",252.15
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HMM4YH45YP,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",280.33
Sleeps5*Luxury*HighFloor*Balcony *Renovated 15I,Renovated 15I,HMMNFYCN83,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",391.76
Beach Front* Scooter* Laundry* WIFI Room-225, WIFI Room-225,HM34ZTREFX,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",245.41
Beach Front*Sleep4*WIFI*Security*Laundry*Room-219,Room-219,HMAXFAEWYY,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",257.05
Beach Front*Sleep4*WIFI*Security*Laundry*Room-116,Room-116,HM59MMRX4C,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",196.86
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HMMA5QTWTX,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",320.10
BeachFront*2 Full*WIFI*Security*Laundry*Room-139,Room-139,HMN3DBDE2J,Arriving in 4 days,"Apr 7, 2023","Apr 9, 2023",204.72
Discard: 300PT 2I,Discard: 300PT 2I,HMPTJPCBDB,Arriving in 4 days,"Apr 7, 2023","Apr 10, 2023",459.20
Jacuzzi*KingBed*BalconyCityView*NewlyRenovated 18C,NewlyRenovated 18C,HMRYDFM54J,Arriving in 4 days,"Apr 7, 2023","Apr 10, 2023",455.95
Jacuzzi in-bedroom* Fireplace *King *WIFI* Anna, Anna,HM24SEHT4A,Arriving in 4 days,"Apr 7, 2023","Apr 10, 2023",560.74
Sleep 7* BBQ* Baby&amp;Pets* 1Gig WIFI* Sunroom Unit-4, Sunroom Unit-4,HMPNADQFFP,Arriving in 4 days,"Apr 7, 2023","Apr 10, 2023",513.13
*King Bed*Pets* 1-Story Home Covered Patio wst, 1-Story Home Covered Patio wst,HMS4S3MXBF,Arriving in 4 days,"Apr 7, 2023","Apr 11, 2023",915.25
Fireplace* King* Laundry* WIFI* Hansel, Hansel,HMDCQZCCK9,Arriving in 4 days,"Apr 7, 2023","Apr 12, 2023",569.51
Beach Front*Sleep4*WIFI*Security*Laundry*Room-209,Room-209,HMPJSSY2RR,Arriving in 4 days,"Apr 7, 2023","Apr 17, 2023",749.48
Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,Sleeps 7|Baby-Friendly|1-Story|Safe Suburb|1G WIFI,HMN4D39RTK,Arriving in 4 days,"Apr 7, 2023","Apr 18, 2023","2,084.34"
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HMCQ4SPHK3,Arriving in 5 days,"Apr 8, 2023","Apr 9, 2023",178.48
*BeachAccess*Scooter*Sleep5*KingBed*Grill*Room-118,Room-118,HMBKT55M9P,Arriving in 5 days,"Apr 8, 2023","Apr 10, 2023",368.60
3BR2BA*OceanView *BeachAccess*Grill *King*Room-109,Room-109,HMN3WPA8EJ,Arriving in 6 days,"Apr 9, 2023","Apr 12, 2023",367.63
Sleep5* Walk to Butler University* Renovated btf, Renovated btf,HMW2CP9JZS,Arriving in 6 days,"Apr 9, 2023","Apr 30, 2023",0.00
Discard: 300PT 2I,Discard: 300PT 2I,HMYET832DW,Arriving in 7 days,"Apr 10, 2023","Apr 15, 2023",678.68
Sleep 5| Pet| Parking| Laundry| Monthly Stay ctd,Sleep 5| Pet| Parking| Laundry| Monthly Stay ctd,HMDH4PPEPN,Arriving in 7 days,"Apr 10, 2023","May 26, 2023","3,082.88"
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HMSHTMP3TN,Confirmed,"Apr 11, 2023","Apr 14, 2023",365.34
Luxury* Balcony w/CityView* NewlyRenovated* 10H, 10H,HMXQSXJDRX,Confirmed,"Apr 11, 2023","Apr 16, 2023",492.64
110 Acres! PrivateLake* Scenic* Fireplace*Grill ky,Grill ky,HMNSJQJMQE,Confirmed,"Apr 12, 2023","Apr 14, 2023",409.34
Scooter*Beachfront*KingBed*Renovated*Grill*Room106,Room106,HMQ85238DR,Confirmed,"Apr 12, 2023","Apr 17, 2023",487.93
Sleeps5*Luxury*HighFloor*Balcony *Renovated 15I,Renovated 15I,HMT23JWZAC,Confirmed,"Apr 13, 2023","Apr 16, 2023",435.40
Sleep 7* BBQ* Baby&amp;Pets* 1Gig WIFI* Sunroom Unit-4, Sunroom Unit-4,HM92J439ZZ,Confirmed,"Apr 13, 2023","Apr 16, 2023",446.20
Luxury* Balcony w/CityView* NewlyRenovated* 15K, 15K,HMT4QFZXC5,Confirmed,"Apr 13, 2023","Apr 17, 2023",522.67
King Bed* Contemporary *Den *Private Entry spl,Private Entry spl,HMM9YF9XDB,Confirmed,"Apr 14, 2023","Apr 15, 2023",260.93
*King Bed*Pets* 1-Story Home Covered Patio wst, 1-Story Home Covered Patio wst,HMEPCQXT4J,Confirmed,"Apr 14, 2023","Apr 16, 2023",598.49
Sleep8*3BR2BA*Near I75 285*King*Family Retreat*wtu,wtu,HMWNBEMNHN,Confirmed,"Apr 14, 2023","Apr 16, 2023",519.92
Sleep 16*6BR3.5BA*FencedYard*Baby*Laundry*WIFI ste,WIFI ste,HMBJDAH4SY,Confirmed,"Apr 14, 2023","Apr 16, 2023",776.00
