listing name,room,confirmation,status,check in,check out,total payout
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HMDSC4AXF4,Past guest,"Feb 24, 2023","Feb 26, 2023",252.20
Jacuzzi in-bedroom* Fireplace *King *WIFI* Anna, Anna,HMBFX5E4EY,Past guest,"Feb 20, 2023","Feb 22, 2023",178.87
Sleep7*Contemporary*Fireplace*65TV*WIFI*Deck*Franz,Franz,HMCZ4SF2PN,Past guest,"Feb 18, 2023","Feb 21, 2023",579.67
Jacuzzi in bedroom* King* Fireplace* WIFI* Heidi, Heidi,HM8QYQ24D2,Past guest,"Feb 18, 2023","Feb 20, 2023",347.26
Jacuzzi in bedroom* No WIFI Getaway House* Fritz, Fritz,HMTDKJ8T43,Past guest,"Feb 17, 2023","Feb 20, 2023",378.48
Fireplace*Sleep4* WIFI* MountainView* Grill*Gretel,Gretel,HMH935EHFC,Past guest,"Feb 17, 2023","Feb 19, 2023",355.02
Discard: Anna,Discard: Anna,HMD3W8KWJ3,Past guest,"Feb 17, 2023","Feb 19, 2023",334.65
Discard: Elsa,Discard: Elsa,HMX5HPPPZ5,Past guest,"Feb 17, 2023","Feb 19, 2023",363.75
Discard: Casp,Discard: Casp,HMW3R5RSJ3,Past guest,"Feb 17, 2023","Feb 19, 2023",455.90
Jacuzzi in bedroom* King* Fireplace* WIFI* Heidi, Heidi,HMEH383B83,Past guest,"Feb 12, 2023","Feb 18, 2023",699.72
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HM3WKZST33,Past guest,"Feb 15, 2023","Feb 17, 2023",358.90
Discard: Anna,Discard: Anna,HMJ8QWYRQP,Past guest,"Feb 12, 2023","Feb 17, 2023",444.32
Luxury Jacuzzi in-room* WIFI* Fireplace* Deck*Elsa,Elsa,HMWX22FHPD,Past guest,"Feb 14, 2023","Feb 15, 2023",207.58
Fireplace*Sleep4* WIFI* MountainView* Grill*Gretel,Gretel,HMWTMBJQ3N,Past guest,"Feb 12, 2023","Feb 14, 2023",227.76
Sleep9* Hot tub* Pool* Foosball * PS4* Grill* Casp, Casp,HMRYPMQ3BB,Past guest,"Feb 10, 2023","Feb 13, 2023",659.60
Discard: Elsa,Discard: Elsa,HMWKKMNWB8,Past guest,"Feb 10, 2023","Feb 13, 2023",459.54
Jacuzzi in bedroom* No WIFI Getaway House* Fritz, Fritz,HMCJJ3PDRR,Past guest,"Feb 10, 2023","Feb 12, 2023",237.07
Jacuzzi in bedroom* King* Fireplace* WIFI* Heidi, Heidi,HMY2H2P495,Past guest,"Feb 10, 2023","Feb 12, 2023",217.67
Sleep7*Contemporary*Fireplace*65TV*WIFI*Deck*Franz,Franz,HMRCZWBBT3,Past guest,"Feb 10, 2023","Feb 12, 2023",246.77
Discard: Anna,Discard: Anna,HMDD293NAJ,Past guest,"Feb 10, 2023","Feb 12, 2023",285.18
Fireplace*Sleep4* WIFI* MountainView* Grill*Gretel,Gretel,HMWYBX4C2C,Past guest,"Feb 9, 2023","Feb 11, 2023",199.82
Sleep9* Hot tub* Pool* Foosball * PS4* Grill* Casp, Casp,HMCED3CTQB,Past guest,"Feb 4, 2023","Feb 6, 2023",308.46
Discard: Anna,Discard: Anna,HMNMNSXMWK,Past guest,"Feb 3, 2023","Feb 6, 2023",312.50
Discard: Elsa,Discard: Elsa,HMX9KJF3SP,Past guest,"Feb 3, 2023","Feb 5, 2023",363.75
Discard: Anna,Discard: Anna,HMNJ49D3F4,Past guest,"Jan 28, 2023","Feb 2, 2023",391.36
Discard: Casp,Discard: Casp,HMYPK4K3R2,Past guest,"Jan 27, 2023","Jan 29, 2023",347.26
Discard: Elsa,Discard: Elsa,HMYMAZ3XXY,Past guest,"Jan 27, 2023","Jan 29, 2023",321.31
Discard: Franz,Discard: Franz,HM8WZR3C4B,Past guest,"Jan 20, 2023","Jan 22, 2023",278.87
Discard: Casp,Discard: Casp,HMNYRN4TQJ,Past guest,"Jan 20, 2023","Jan 22, 2023",347.26
Discard: Anna,Discard: Anna,HMJJZ9WJX8,Past guest,"Jan 13, 2023","Jan 16, 2023",459.54
Discard: Elsa,Discard: Elsa,HM3T4YJHN3,Past guest,"Jan 13, 2023","Jan 15, 2023",412.25
Discard: Casp,Discard: Casp,HMSMXZ2Z4F,Past guest,"Jan 5, 2023","Jan 8, 2023",578.51
Discard: Heidi,Discard: Heidi,HMKQCN9PTP,Past guest,"Jan 6, 2023","Jan 8, 2023",412.25
Discard: Hansel,Discard: Hansel,HMTE5FAY4D,Past guest,"Dec 30, 2022","Jan 1, 2023",363.75
Discard: Franz,Discard: Franz,HMCFEPHQZ5,Past guest,"Dec 27, 2022","Dec 30, 2022",524.49
Discard: Hansel,Discard: Hansel,HMZKNEHF9E,Past guest,"Dec 25, 2022","Dec 29, 2022",567.45
Discard: Heidi,Discard: Heidi,HM5EPXS9TQ,Past guest,"Dec 23, 2022","Dec 26, 2022",508.28
Discard: Anna,Discard: Anna,HMSKYXWA8N,Past guest,"Dec 23, 2022","Dec 26, 2022",508.04
Discard: Elsa,Discard: Elsa,HMNNJD33MP,Past guest,"Dec 24, 2022","Dec 26, 2022",363.75
Discard: Casp,Discard: Casp,HMZABRRR3N,Past guest,"Dec 23, 2022","Dec 25, 2022",533.50
Discard: Gretel,Discard: Gretel,HMNT2XZB3H,Past guest,"Dec 23, 2022","Dec 24, 2022",237.65
Discard: Elsa,Discard: Elsa,HMNP3HHCRE,Past guest,"Dec 20, 2022","Dec 23, 2022",459.54
Discard: Casp,Discard: Casp,HMHFD4D4Z4,Past guest,"Dec 18, 2022","Dec 20, 2022",395.76
Discard: Elsa,Discard: Elsa,HMRDTA42QB,Past guest,"Dec 15, 2022","Dec 18, 2022",531.71
Discard: Franz,Discard: Franz,HM8QBDEA8C,Past guest,"Dec 17, 2022","Dec 18, 2022",266.75
Discard: Anna,Discard: Anna,HM9YXC2DZ8,Past guest,"Dec 10, 2022","Dec 12, 2022",278.87
Discard: Elsa,Discard: Elsa,HMFQN48DZN,Past guest,"Dec 10, 2022","Dec 12, 2022",385.86
Discard: Franz,Discard: Franz,HMBX8DBDY9,Past guest,"Dec 2, 2022","Dec 4, 2022",357.64
Discard: Elsa,Discard: Elsa,HM9RWNJ4ZC,Past guest,"Dec 2, 2022","Dec 4, 2022",363.75
Discard: Gretel,Discard: Gretel,HM5HBC9RQE,Past guest,"Nov 24, 2022","Nov 26, 2022",413.22
Discard: Elsa,Discard: Elsa,HMW2RAPZQ3,Past guest,"Nov 23, 2022","Nov 26, 2022",721.58
Discard: Franz,Discard: Franz,HM4DA38SHS,Past guest,"Nov 23, 2022","Nov 26, 2022",637.50
Discard: Anna,Discard: Anna,HMF8FFW5PJ,Past guest,"Nov 23, 2022","Nov 25, 2022",485.05
Discard: Franz,Discard: Franz,HMH9RKTSNZ,Past guest,"Nov 11, 2022","Nov 23, 2022","1,712.78"
Discard: Casp,Discard: Casp,HMMCMR4CWT,Past guest,"Nov 18, 2022","Nov 20, 2022",401.58
Discard: Elsa,Discard: Elsa,HMMJFX8PZJ,Past guest,"Nov 18, 2022","Nov 20, 2022",370.60
Discard: Anna,Discard: Anna,HMSRPS45CW,Past guest,"Nov 18, 2022","Nov 20, 2022",348.80
Discard: Casp,Discard: Casp,HMMSB8XBND,Past guest,"Nov 12, 2022","Nov 14, 2022",435.53
Discard: Anna,Discard: Anna,HM5PFSB8CE,Past guest,"Nov 11, 2022","Nov 14, 2022",469.79
Discard: Elsa,Discard: Elsa,HMTSADJRDM,Past guest,"Nov 6, 2022","Nov 8, 2022",257.24
Discard: Casp,Discard: Casp,HMA8CEWHT2,Past guest,"Nov 3, 2022","Nov 7, 2022",695.49
Discard: Gretel,Discard: Gretel,HM55MYZWPX,Past guest,"Nov 4, 2022","Nov 6, 2022",376.36
Discard: Elsa,Discard: Elsa,HMESEFW4CD,Past guest,"Nov 4, 2022","Nov 6, 2022",418.56
Discard: Franz,Discard: Franz,HMYPNH2J5X,Past guest,"Nov 2, 2022","Nov 5, 2022",411.06
Discard: Gretel,Discard: Gretel,HMX9KZD8TE,Past guest,"Oct 29, 2022","Nov 4, 2022",735.26
Discard: Elsa,Discard: Elsa,HMR5MKRE8W,Past guest,"Oct 30, 2022","Nov 2, 2022",382.59
Discard: Casp,Discard: Casp,HMEERNWP8C,Past guest,"Oct 28, 2022","Oct 30, 2022",483.06
Discard: Heidi,Discard: Heidi,HM34C4F2DY,Past guest,"Oct 27, 2022","Oct 29, 2022",318.28
Discard: Gretel,Discard: Gretel,HM4TMSMPNX,Past guest,"Oct 16, 2022","Oct 18, 2022",265.78
Discard: Gretel,Discard: Gretel,HM9SZADBHK,Past guest,"Oct 12, 2022","Oct 16, 2022",605.28
Discard: Elsa,Discard: Elsa,HMFQFRR8NR,Past guest,"Oct 14, 2022","Oct 16, 2022",444.72
Discard: Elsa,Discard: Elsa,HMTDP8XQEK,Past guest,"Oct 9, 2022","Oct 12, 2022",433.82
Discard: Anna,Discard: Anna,HMYQJS894X,Past guest,"Oct 8, 2022","Oct 10, 2022",420.74
Discard: Hansel,Discard: Hansel,HMFKHWHZTY,Past guest,"Oct 7, 2022","Oct 10, 2022",618.03
Discard: Anna,Discard: Anna,HMNXTJDYPK,Past guest,"Oct 7, 2022","Oct 8, 2022",276.86
Discard: Elsa,Discard: Elsa,HM2PW3H99P,Past guest,"Sep 24, 2022","Sep 26, 2022",373.87
Discard: Casp,Discard: Casp,HMTC2B9QNR,Past guest,"Sep 23, 2022","Sep 25, 2022",525.74
Discard: Franz,Discard: Franz,HMXCQXFKJZ,Past guest,"Sep 23, 2022","Sep 25, 2022",343.74
Discard: Franz,Discard: Franz,HMRCYHCEWD,Past guest,"Sep 18, 2022","Sep 21, 2022",353.94
Discard: Casp,Discard: Casp,HMTST5838D,Past guest,"Sep 17, 2022","Sep 20, 2022",528.65
Discard: Elsa,Discard: Elsa,HMS4M4ZKKD,Past guest,"Sep 9, 2022","Sep 14, 2022",657.27
Discard: Casp,Discard: Casp,HMWFYM5NN4,Past guest,"Sep 8, 2022","Sep 12, 2022",647.96
Discard: Elsa,Discard: Elsa,HM5MARM8XD,Past guest,"Sep 4, 2022","Sep 6, 2022",270.32
Discard: Anna,Discard: Anna,HMQDQ9CZZQ,Past guest,"Sep 4, 2022","Sep 6, 2022",330.27
Discard: Gretel,Discard: Gretel,HM49D3MEY4,Past guest,"Sep 2, 2022","Sep 5, 2022",482.09
Discard: Franz,Discard: Franz,HMHTQTZMCF,Past guest,"Sep 2, 2022","Sep 4, 2022",344.76
Discard: Elsa,Discard: Elsa,HMDE5H8BMK,Past guest,"Sep 2, 2022","Sep 4, 2022",383.68
Discard: Elsa,Discard: Elsa,HMP2QJDSES,Past guest,"Aug 26, 2022","Aug 28, 2022",300.84
Discard: Casp,Discard: Casp,HMTHHEAQRA,Past guest,"Aug 26, 2022","Aug 28, 2022",413.22
Discard: Elsa,Discard: Elsa,HMKCBBYM39,Past guest,"Aug 21, 2022","Aug 24, 2022",321.55
Discard: Franz,Discard: Franz,HMWAQZ39JX,Past guest,"Aug 19, 2022","Aug 21, 2022",290.70
Discard: Elsa,Discard: Elsa,HMZ9NCMF3M,Past guest,"Aug 12, 2022","Aug 15, 2022",382.59
Discard: Anna,Discard: Anna,HMWY2SRCHB,Past guest,"Aug 12, 2022","Aug 14, 2022",405.48
Discard: Casp,Discard: Casp,HMPXHWJYXT,Past guest,"Aug 12, 2022","Aug 14, 2022",367.63
Discard: Casp,Discard: Casp,HMNBWWT5ZS,Past guest,"Aug 8, 2022","Aug 12, 2022",500.52
Discard: Franz,Discard: Franz,HMFPY5DS5N,Past guest,"Aug 5, 2022","Aug 8, 2022",461.04
Discard: Elsa,Discard: Elsa,HMCSWABCPY,Past guest,"Aug 5, 2022","Aug 8, 2022",362.97
Discard: Casp,Discard: Casp,HMJBBPYFQD,Past guest,"Aug 5, 2022","Aug 7, 2022",348.23
Discard: Elsa,Discard: Elsa,HMHZ92WQPK,Past guest,"Jul 24, 2022","Aug 5, 2022","1,146.57"
Discard: Anna,Discard: Anna,HMCBRK2WJP,Past guest,"Jul 28, 2022","Jul 31, 2022",445.81
Discard: Franz,Discard: Franz,HMEZBJNPYF,Past guest,"Jul 25, 2022","Jul 29, 2022",429.42
Discard: Heidi,Discard: Heidi,HMZSFXTMPB,Past guest,"Jul 22, 2022","Jul 25, 2022",362.97
Discard: Elsa,Discard: Elsa,HMDSDSWEMX,Past guest,"Jul 21, 2022","Jul 24, 2022",455.62
Discard: Anna,Discard: Anna,HMF894ZP3B,Past guest,"Jul 19, 2022","Jul 21, 2022",267.05
Discard: Franz,Discard: Franz,HMEKMFFA2R,Past guest,"Jul 18, 2022","Jul 20, 2022",257.04
Discard: Anna,Discard: Anna,HMXKSDESXB,Past guest,"Jul 13, 2022","Jul 17, 2022",469.79
Discard: Casp,Discard: Casp,HM5C838TJW,Past guest,"Jul 15, 2022","Jul 17, 2022",522.83
Discard: Hansel,Discard: Hansel,HMB5JNYP28,Past guest,"Jul 7, 2022","Jul 14, 2022",659.99
Discard: Franz,Discard: Franz,HM48CBRHT4,Past guest,"Jul 10, 2022","Jul 13, 2022",338.64
Discard: Anna,Discard: Anna,HMKANERNFK,Past guest,"Jul 8, 2022","Jul 10, 2022",311.74
Discard: Casp,Discard: Casp,HM95Q98TQP,Past guest,"Jul 5, 2022","Jul 7, 2022",385.09
Discard: Casp,Discard: Casp,HMBA44YP8Y,Past guest,"Jul 2, 2022","Jul 5, 2022",733.32
Discard: Hansel,Discard: Hansel,HMRK2QA995,Past guest,"Jul 1, 2022","Jul 3, 2022",343.35
Discard: Elsa,Discard: Elsa,HM2QR92FDP,Past guest,"Jun 27, 2022","Jun 29, 2022",392.40
Discard: Gretel,Discard: Gretel,HMY2AZTTHB,Past guest,"Jun 23, 2022","Jun 28, 2022",577.15
Discard: Casp,Discard: Casp,HMBZTQFWXJ,Past guest,"Jun 24, 2022","Jun 26, 2022",359.87
Discard: Anna,Discard: Anna,HMHCKJ5A5J,Past guest,"Jun 24, 2022","Jun 26, 2022",365.15
Discard: Elsa,Discard: Elsa,HM8BAXRMX8,Past guest,"Jun 22, 2022","Jun 26, 2022",533.01
Discard: Anna,Discard: Anna,HMS9BXCEQY,Past guest,"Jun 22, 2022","Jun 24, 2022",240.89
Discard: Elsa,Discard: Elsa,HM89BZ8CYX,Past guest,"Jun 20, 2022","Jun 22, 2022",285.58
Discard: Anna,Discard: Anna,HMXTF2EX2M,Past guest,"Jun 19, 2022","Jun 21, 2022",240.89
Discard: Anna,Discard: Anna,HMEJREEBZN,Past guest,"Jun 17, 2022","Jun 19, 2022",358.61
Discard: Elsa,Discard: Elsa,HMNB354FE9,Past guest,"Jun 16, 2022","Jun 19, 2022",451.26
Discard: Hansel,Discard: Hansel,HMQJBD53A3,Past guest,"Jun 5, 2022","Jun 13, 2022",697.27
Discard: Elsa,Discard: Elsa,HM89MEHHPZ,Past guest,"Jun 10, 2022","Jun 13, 2022",408.75
Discard: Heidi,Discard: Heidi,HMM3WDYBXF,Past guest,"Jun 10, 2022","Jun 12, 2022",308.47
Discard: Elsa,Discard: Elsa,HMW3JEAQT2,Past guest,"Jun 8, 2022","Jun 10, 2022",264.87
Discard: Anna,Discard: Anna,HMXY8J3ZZT,Past guest,"Jun 5, 2022","Jun 9, 2022",419.65
Discard: Elsa,Discard: Elsa,HMXY5A295N,Past guest,"Jun 5, 2022","Jun 8, 2022",336.81
Discard: Gretel,Discard: Gretel,HM9QZ4ZW58,Past guest,"Jun 5, 2022","Jun 7, 2022",207.58
Discard: Gretel,Discard: Gretel,HMD4JMHTN9,Past guest,"Jun 3, 2022","Jun 5, 2022",241.53
Discard: Elsa,Discard: Elsa,HMZAS5F3E2,Past guest,"Jun 3, 2022","Jun 5, 2022",303.02
Discard: Franz,Discard: Franz,HM4FHSHW2H,Past guest,"Jun 1, 2022","Jun 5, 2022",451.86
Discard: Hansel,Discard: Hansel,HMAKA29JK9,Past guest,"Jun 3, 2022","Jun 5, 2022",295.39
Discard: Elsa,Discard: Elsa,HM9S2NKYJ9,Past guest,"May 30, 2022","Jun 2, 2022",305.20
Discard: Franz,Discard: Franz,HMXMSJ4MHZ,Past guest,"May 30, 2022","Jun 1, 2022",229.50
Discard: Anna,Discard: Anna,HMBJF9PF3Z,Past guest,"May 27, 2022","May 29, 2022",373.87
Discard: Gretel,Discard: Gretel,HMT3YS4PFY,Past guest,"May 27, 2022","May 29, 2022",312.34
Discard: Gretel,Discard: Gretel,HMJPSMESTN,Past guest,"May 24, 2022","May 27, 2022",271.60
Discard: Elsa,Discard: Elsa,HM82ZHTKBJ,Past guest,"May 18, 2022","May 24, 2022",774.99
Discard: Anna,Discard: Anna,HME5ADPY2Z,Past guest,"May 20, 2022","May 23, 2022",379.32
Discard: Heidi,Discard: Heidi,HMXAPH2WD9,Past guest,"May 13, 2022","May 15, 2022",256.15
Discard: Franz,Discard: Franz,HMTT939KFX,Past guest,"May 13, 2022","May 15, 2022",256.02
Discard: Elsa,Discard: Elsa,HMKY4MBDAZ,Past guest,"May 12, 2022","May 15, 2022",367.33
Discard: Gretel,Discard: Gretel,HMCEAPJB9W,Past guest,"May 13, 2022","May 15, 2022",249.29
Discard: Anna,Discard: Anna,HMDWAKTX5M,Past guest,"May 6, 2022","May 11, 2022",673.62
Discard: Gretel,Discard: Gretel,HMBXP2FX8X,Past guest,"May 5, 2022","May 8, 2022",313.31
Discard: Elsa,Discard: Elsa,HMPS8NNKDQ,Past guest,"May 6, 2022","May 8, 2022",297.57
Discard: Gretel,Discard: Gretel,HMH3EPXHWQ,Past guest,"May 1, 2022","May 3, 2022",206.61
Discard: Anna,Discard: Anna,HMWKRZZ9HC,Past guest,"Apr 29, 2022","May 1, 2022",359.70
Discard: Hansel,Discard: Hansel,HMZ3QY83WF,Past guest,"Apr 26, 2022","Apr 30, 2022",452.35
Discard: Elsa,Discard: Elsa,HMQCEM5WQF,Past guest,"Apr 24, 2022","Apr 29, 2022",451.26
Discard: Anna,Discard: Anna,HMD5Y99JHH,Past guest,"Apr 23, 2022","Apr 25, 2022",292.12
Discard: Elsa,Discard: Elsa,HMAEZEAA8Y,Past guest,"Apr 22, 2022","Apr 24, 2022",281.22
Discard: Heidi,Discard: Heidi,HMA5JPHHWC,Past guest,"Apr 21, 2022","Apr 24, 2022",350.98
Discard: Hansel,Discard: Hansel,HMF5AYD9CC,Past guest,"Apr 15, 2022","Apr 17, 2022",255.06
Discard: Anna,Discard: Anna,HMSD8FNDEZ,Past guest,"Apr 15, 2022","Apr 17, 2022",342.26
Discard: Elsa,Discard: Elsa,HMTRWWA48C,Past guest,"Apr 14, 2022","Apr 17, 2022",396.76
Discard: Anna,Discard: Anna,HMQMM5ZHZY,Past guest,"Apr 9, 2022","Apr 11, 2022",298.66
Discard: Elsa,Discard: Elsa,HMFQX9N48K,Past guest,"Apr 8, 2022","Apr 10, 2022",292.12
Discard: Gretel,Discard: Gretel,HMHPDYT432,Past guest,"Apr 7, 2022","Apr 10, 2022",323.01
Discard: Anna,Discard: Anna,HMN4WEC2H8,Past guest,"Apr 6, 2022","Apr 9, 2022",429.46
Discard: Elsa,Discard: Elsa,HMK3F58YMS,Past guest,"Apr 4, 2022","Apr 6, 2022",295.39
Discard: Gretel,Discard: Gretel,HMFX49XYPH,Past guest,"Apr 1, 2022","Apr 3, 2022",232.80
Discard: Anna,Discard: Anna,HMSHKCBS24,Past guest,"Mar 31, 2022","Apr 3, 2022",426.19
Discard: Elsa,Discard: Elsa,HM5EX8EP9M,Past guest,"Apr 1, 2022","Apr 3, 2022",373.87
Discard: Gretel,Discard: Gretel,HMK5CWA8A3,Past guest,"Mar 26, 2022","Mar 29, 2022",301.67
Discard: Hansel,Discard: Hansel,HMRAWYA8CE,Past guest,"Mar 25, 2022","Mar 27, 2022",299.75
Discard: Elsa,Discard: Elsa,HMEN43TY34,Past guest,"Mar 22, 2022","Mar 27, 2022",649.64
Discard: Heidi,Discard: Heidi,HMJSA52QQH,Past guest,"Mar 25, 2022","Mar 27, 2022",378.23
Discard: Franz,Discard: Franz,HMXTHRXC4Y,Past guest,"Mar 25, 2022","Mar 27, 2022",367.20
Discard: Gretel,Discard: Gretel,HMWJ8PRM4F,Past guest,"Mar 24, 2022","Mar 26, 2022",215.34
Discard: Elsa,Discard: Elsa,HMKJB2SZ88,Past guest,"Mar 18, 2022","Mar 20, 2022",361.88
Discard: Gretel,Discard: Gretel,HM8Z9F5SRC,Past guest,"Mar 17, 2022","Mar 19, 2022",215.34
Discard: Gretel,Discard: Gretel,HMZSMCHQ8J,Past guest,"Mar 14, 2022","Mar 17, 2022",274.51
Discard: Elsa,Discard: Elsa,HM9M82WXJD,Past guest,"Mar 14, 2022","Mar 17, 2022",467.61
Discard: Gretel,Discard: Gretel,HMR5MMKJAQ,Past guest,"Mar 12, 2022","Mar 14, 2022",226.98
Discard: Elsa,Discard: Elsa,HMQSBS9PET,Past guest,"Mar 10, 2022","Mar 13, 2022",476.33
Discard: Elsa,Discard: Elsa,HM5RWZKXER,Past guest,"Mar 4, 2022","Mar 8, 2022",564.62
Discard: Franz,Discard: Franz,HMBRWFZPAS,Past guest,"Feb 26, 2022","Feb 28, 2022",245.82
Discard: Heidi,Discard: Heidi,HM48TYTY4X,Past guest,"Feb 25, 2022","Feb 27, 2022",260.51
Discard: Gretel,Discard: Gretel,HMS9CYQKN2,Past guest,"Feb 25, 2022","Feb 27, 2022",228.92
